obligate,facultative,
mistaken,right,
unrestricted,restricted,
patrilineal,matrilineal,
rural,suburban,
lazy,active,
destructive,productive,
normative,descriptive,
vegetative,sexual,
reverse,normal,
unfeasible,possible,
lean,fat,
common,strange,
hard,diffuse,
happy,unhappy,
sinuous,straight,
unarmed,armed,
disadvantaged,privileged,
reluctant,eager,
unpleasant,pleasant,
diagonal,vertical,
unsound,valid,
heavy,clear,
smallish,large,
unique,usual,
vulnerable,invulnerable,
equatorial,polar,
blue,cheerful,
lean,rich,
moderate,extreme,
long,little,
fluorescent,dark,
herbivorous,insectivorous,
upcoming,present,
renowned,unknown,
monogenetic,polygenetic,
ipsilateral,contralateral,
catholic,narrow,
median,peripheral,
nationalistic,international,
physiological,mental,
wasteful,efficient,
traditionalist,liberal,
alive,dead,
warm,frozen,
periodic,aperiodic,
plural,singular,
positive,negative,
specific,overall,
moderate,intense,
open,protected,
identical,distinct,
innocent,corrupt,
large,tiny,
slender,large,
inconceivable,conceivable,
low,loud,
dry,sweet,
secondary,dominant,
democratic,aristocratic,
traditional,unorthodox,
mesic,xeric,
matrilocal,patrilocal,
gross,specific,
usual,odd,
extended,little,
different,similar,
wrong,right,
solitary,social,
cosmopolitan,endemic,
proportionate,disproportionate,
tedious,interesting,
loaded,empty,
logical,inconsistent,
widespread,specific,
rare,thick,
articulate,inarticulate,
gaseous,liquid,
isolated,integrated,
specific,universal,
playable,unplayable,
polite,rude,
affectionate,stern,
infinite,finite,
undersized,large,
separate,collective,
embryonic,mature,
extensive,little,
brackish,fresh,
uniform,heterogeneous,
anti,pro,
masculine,neuter,
binaural,monaural,
civil,uncivil,
useless,useful,
naive,informed,
aperiodic,periodic,
relational,absolute,
plain,patterned,
familiar,strange,
premier,last,
coastal,inland,
passive,active,
immediate,slow,
inaccessible,available,
comprehensive,exclusive,
achievable,impossible,
maximum,minimum,
intrastate,interstate,
workable,impossible,
impolite,polite,
unnecessary,necessary,
bloodless,bloody,
leaky,tight,
inedible,edible,
medium,raw,
mountainous,small,
farsighted,nearsighted,
white,colourful,
fleshy,bony,
commensurable,incommensurable,
brutal,humane,
northeastern,south,
moist,dry,
dark,cheerful,
original,last,
contradictory,compatible,
ultimate,proximate,
important,unimportant,
unwise,wise,
unsteady,steady,
incompatible,consistent,
reclusive,public,
safe,unsafe,
insane,sane,
permeable,impermeable,
fried,raw,
median,distal,
unfamiliar,familiar,
sexless,sexual,
distinct,same,
passive,violent,
lyric,dramatic,
online,offline,
malign,benign,
subdued,bright,
incompetent,competent,
optional,obligatory,
manual,automatic,
relative,absolute,
early,late,
single,double,
uniform,irregular,
costly,inexpensive,
explosive,stable,
superior,junior,
contrary,favourable,
cloudy,clear,
proactive,passive,
wide,accurate,
collateral,direct,
tangible,intangible,
harmful,beneficial,
aromatic,aliphatic,
comparable,incomparable,
northwest,south,
premiere,last,
comic,tragic,
sadistic,masochistic,
hypothetical,actual,
stout,thin,
cooperative,separate,
sober,intoxicated,
remote,close,
hellish,heavenly,
unobtainable,available,
consistent,heterogeneous,
gray,immature,
pleasant,unpleasant,
normal,paranormal,
tame,wild,
explicit,implicit,
democratic,undemocratic,
connected,wireless,
xeric,mesic,
lengthy,short,
orthodox,heretical,
contingent,impossible,
contemporary,archaic,
false,honest,
free,exact,
simple,compound,
unable,strong,
cerebral,emotional,
elementary,hard,
synthetic,analytic,
eccentric,conventional,
polar,same,
monochromatic,colorful,
unwholesome,wholesome,
little,large,
incredible,credible,
unknown,known,
super,little,
available,unavailable,
known,unknown,
minimal,maximum,
outside,indoor,
logical,irrational,
direct,alternating,
individual,common,
unlucky,lucky,
innocent,criminal,
antisocial,social,
victorious,unsuccessful,
coarse,fine,
fugitive,long,
official,private,
single,multiple,
uncertain,sure,
muddy,clear,
specific,general,
individual,general,
sorry,good,
isotonic,hypotonic,
false,constant,
unlikely,probable,
equipped,unprepared,
unsupportive,supportive,
clear,thick,
inverse,direct,
imperfective,perfective,
illiquid,liquid,
multinational,national,
muddy,dry,
low,proud,
asynchronous,synchronous,
painless,hard,
outdoor,indoor,
secret,unclassified,
thermal,cold,
black,open,
dissimilar,like,
surgical,medical,
consecutive,nonconsecutive,
selective,inclusive,
positive,informal,
static,changeable,
avoidable,unavoidable,
brave,weak,
clear,cloudy,
brachycephalic,dolichocephalic,
doable,impossible,
popular,classical,
unlike,similar,
high,fragrant,
young,grown,
urban,rustic,
fresh,tired,
fantastic,ordinary,
public,individual,
informed,uninformed,
affirmative,neutral,
sham,real,
aged,young,
tacit,explicit,
auspicious,inauspicious,
other,familiar,
symptomatic,asymptomatic,
good,unskilled,
indecisive,decisive,
stationary,moving,
aquatic,amphibious,
incomplete,complete,
endemic,foreign,
manual,mechanical,
intact,broken,
discrete,integrated,
precise,incorrect,
thin,significant,
penal,legal,
pubescent,hairless,
counterfeit,genuine,
homophonic,polyphonic,
juvenile,mature,
recent,old,
semiaquatic,terrestrial,
sane,crazy,
roman,oblique,
doubtful,certain,
volatile,constant,
warty,smooth,
untrue,true,
naive,experienced,
enormous,little,
ugly,beautiful,
subsonic,transonic,
aqueous,igneous,
different,identical,
horrid,good,
optional,compulsory,
stupid,intelligent,
moral,physical,
unwitting,witting,
coarse,refined,
humane,inhumane,
unabridged,abridged,
deep,narrow,
unique,multiple,
artificial,natural,
ongoing,past,
dull,sharp,
informative,normative,
few,many,
transparent,thick,
dual,single,
vertical,horizontal,
thinkable,unthinkable,
inaccessible,accessible,
general,local,
ultrasonic,infrasonic,
short,sufficient,
fine,thick,
obtuse,acute,
cancerous,noncancerous,
destructive,constructive,
inadmissible,admissible,
stereo,monaural,
usual,strange,
natural,processed,
moderate,steep,
damp,dry,
gloomy,light,
unusual,commonplace,
ovoviviparous,oviparous,
treacherous,safe,
prescriptive,proscriptive,
woolly,hairless,
erroneous,right,
white,cold,
unhelpful,helpful,
tremendous,little,
regulated,unregulated,
great,ordinary,
depressed,thick,
informative,uninformative,
married,single,
efficient,inefficient,
short,tall,
slack,tense,
contradictory,consistent,
heavy,lean,
thin,important,
confederate,northern,
reddish,neutral,
triploid,diploid,
shaggy,smooth,
dark,active,
recent,obsolete,
abnormal,normal,
postnatal,perinatal,
rotten,fresh,
geocentric,heliocentric,
horizontal,inclined,
flamboyant,plain,
legitimate,illegal,
posterior,anterior,
possible,impossible,
deserving,undeserving,
cardinal,ordinal,
dishonest,honest,
insufficient,sufficient,
unlimited,limited,
upper,inferior,
troublesome,easy,
busy,idle,
apolitical,political,
minor,major,
linear,nonlinear,
inflammatory,healthy,
worldwide,local,
accurate,wrong,
unwritten,written,
warm,comfortable,
bare,full,
sacred,secular,
carnivorous,omnivorous,
good,unfortunate,
neuter,masculine,
involuntary,voluntary,
molecular,molar,
spiritual,secular,
like,different,
shallow,deep,
compressed,open,
conditional,absolute,
civilized,uncivilized,
open,restricted,
diamagnetic,ferromagnetic,
eldest,last,
sentimental,tough,
vestigial,developed,
lipophilic,polar,
heterogeneous,homogenous,
jumbo,small,
like,opposite,
alternative,conventional,
continuous,discontinuous,
uninformative,informative,
interstate,intrastate,
monogamous,polygamous,
chronic,acute,
false,right,
grey,immature,
poor,rich,
transient,recurrent,
active,extinct,
unproductive,productive,
vinegary,sweet,
ovoviviparous,viviparous,
heterotrophic,autotrophic,
easy,scarce,
eternal,short,
singular,dual,
compassionate,cold,
caudal,anterior,
sandy,clayey,
excited,unexcited,
manual,mental,
large,unimportant,
transitive,intransitive,
informal,formal,
skilled,unskilled,
single,common,
clear,troubled,
visual,invisible,
remote,likely,
posterior,prior,
spiritual,material,
simple,complex,
frontal,posterior,
deceased,alive,
obscure,conspicuous,
subsonic,sonic,
petty,important,
aberrant,normal,
contrary,favorable,
soft,bright,
second,cardinal,
meaningful,meaningless,
unpaid,paid,
brown,blond,
esoteric,exoteric,
epidemic,endemic,
side,top,
straight,corrupt,
rough,kind,
furious,calm,
univocal,equivocal,
unwilling,willing,
special,secondary,
rich,scarce,
unused,old,
rude,polite,
sizable,small,
acidic,basic,
deviant,normal,
problematic,easy,
local,global,
transonic,supersonic,
ornamental,functional,
polite,impolite,
little,important,
crisp,hot,
faint,distinct,
resilient,fragile,
consistent,inconsistent,
individual,dependent,
corporeal,spiritual,
totalitarian,democratic,
mediocre,superior,
external,intrinsic,
net,gross,
moral,legal,
exculpatory,inculpatory,
recent,ancient,
transparent,corrupt,
slim,large,
mature,immature,
white,dark,
hard,strict,
national,foreign,
whitish,clear,
comfortable,poor,
homeless,fortunate,
thin,broad,
disloyal,loyal,
homosexual,bisexual,
intelligent,unintelligent,
tough,easy,
spacious,little,
militant,peaceful,
great,bad,
light,compact,
undefeated,winless,
whole,fractional,
inflectional,derivational,
irrational,rational,
possible,actual,
swift,slow,
abstract,concrete,
entire,rough,
direct,collateral,
gross,net,
capitalist,socialist,
vocalic,consonantal,
intact,damaged,
black,good,
original,commonplace,
loud,quiet,
serial,synchronous,
cut,rough,
deflationary,inflationary,
oviparous,ovoviviparous,
admissible,inadmissible,
truncated,long,
safe,out,
important,insignificant,
unconditional,conditional,
contingent,certain,
pessimistic,optimistic,
sextuple,single,
inhumane,humane,
talkative,silent,
intermediate,terminal,
leading,following,
likeable,unlikeable,
capitalistic,socialistic,
dirty,nice,
fair,unfair,
amusing,dull,
bilateral,asymmetric,
stable,reactive,
finished,unfinished,
good,unhealthy,
disreputable,reputable,
nuclear,conventional,
incised,simple,
faint,strong,
improper,regular,
nitric,nitrous,
synonymous,nonsynonymous,
basic,last,
voluntary,obligatory,
ignoble,noble,
fresh,dry,
unattainable,possible,
lavish,poor,
fashionable,unfashionable,
unreliable,reliable,
inefficient,efficient,
fragile,important,
beneficial,detrimental,
broad,little,
incomprehensible,comprehensible,
hipped,gabled,
parthenogenetic,sexual,
anabolic,catabolic,
soft,solid,
cancerous,benign,
giant,little,
direct,inverse,
heavy,thin,
southern,boreal,
wise,foolish,
unimportant,significant,
unhappy,glad,
challenging,easy,
unsure,sure,
anisotropic,isotropic,
extra,necessary,
old,future,
revolutionary,old,
severe,mild,
tonal,atonal,
daily,formal,
dubious,certain,
scabrous,smooth,
incorrect,proper,
clayey,sandy,
vocal,instrumental,
unconstitutional,constitutional,
endothermic,exothermic,
daytime,nighttime,
alkaline,acidic,
social,asocial,
impractical,practical,
muscular,weak,
foolish,wise,
neutral,subjective,
microscopic,large,
right,wrong,
live,prerecorded,
hasty,deliberate,
polyploid,diploid,
vast,little,
dependent,main,
heretical,orthodox,
large,insignificant,
descendant,ascendant,
contorted,straight,
further,near,
reasonable,irrational,
open,sealed,
precise,inconsistent,
living,dead,
easy,difficult,
nonpolitical,political,
grateful,ungrateful,
matrilineal,patrilineal,
benevolent,malevolent,
inflationary,deflationary,
systematic,unsystematic,
conservative,liberal,
same,distinct,
collective,separate,
hard,good,
uncomplicated,complicated,
ordinary,unusual,
minuscule,large,
light,serious,
sensitive,resistant,
flat,linear,
treeless,wooded,
practical,impractical,
criminal,right,
casual,hard,
malevolent,benevolent,
polluted,pure,
inelastic,elastic,
scarce,abundant,
practical,ideal,
soft,difficult,
fictional,real,
widespread,limited,
happy,unwilling,
yellow,neutral,
lousy,good,
terrestrial,aerial,
disjunctive,conjunctive,
low,high,
backward,forward,
able,incapable,
adequate,insufficient,
murky,clear,
ethnic,religious,
primary,secondary,
casual,regular,
reciprocal,direct,
hard,weak,
purebred,crossbred,
con,pro,
interesting,boring,
nasal,low,
humble,noble,
unbalanced,equal,
galactic,small,
indefinite,definite,
nonprofessional,professional,
truthful,untruthful,
derogatory,complimentary,
superficial,important,
unworthy,good,
silly,serious,
new,late,
unorthodox,orthodox,
impromptu,prepared,
definable,indefinable,
enough,deficient,
tense,relaxed,
impoverished,rich,
accustomed,unusual,
indifferent,interested,
international,national,
blunt,sharp,
internal,external,
plentiful,scarce,
outbound,inbound,
vulgar,refined,
irrelevant,relevant,
upstairs,downstairs,
unused,used,
illiterate,literate,
downtown,uptown,
immature,ripe,
right,left,
tiny,large,
incoming,outgoing,
foggy,clear,
exterior,interior,
uncritical,critical,
exothermic,endothermic,
fair,ugly,
secret,public,
treble,single,
windy,calm,
arduous,easy,
vested,conditional,
stocky,tall,
incommunicable,communicable,
positive,unsure,
bad,valid,
complete,imperfect,
bad,fresh,
agreeable,disagreeable,
unsuitable,fit,
difficult,manageable,
angular,rounded,
suitable,unsuitable,
synchronic,diachronic,
temporal,permanent,
inactive,active,
different,like,
verbal,mathematical,
discrete,joint,
close,inaccurate,
binary,single,
white,colorful,
violent,nonviolent,
nominal,maximum,
imprecise,precise,
creamy,thin,
facultative,obligatory,
argillaceous,arenaceous,
silky,dull,
considerable,small,
amateurish,professional,
weak,powerful,
nationalist,international,
grand,small,
spare,necessary,
deep,colorless,
vicious,virtuous,
extreme,mild,
barbaric,civilized,
clinical,subjective,
indeterminate,determinate,
coherent,incoherent,
grammatical,ungrammatical,
big,soft,
heroic,little,
verifiable,theoretical,
voiceless,voiced,
paternal,maternal,
symmetrical,asymmetric,
unsuitable,good,
young,late,
monomorphic,polymorphic,
dark,blonde,
excess,necessary,
alive,extinct,
severe,minor,
multilateral,unilateral,
pop,classical,
powdery,dark,
oval,angular,
herbivorous,carnivorous,
total,incomplete,
unstructured,structured,
vernacular,literary,
void,valid,
stable,unstable,
popular,unpopular,
unskilled,professional,
bald,hairy,
visceral,cerebral,
perfect,imperfect,
unpredictable,predictable,
metaphorical,literal,
heavy,gradual,
inner,external,
close,far,
infeasible,possible,
numerous,few,
loyal,disloyal,
arched,straight,
declarative,interrogative,
diatonic,chromatic,
inert,active,
broad,specific,
obligatory,optional,
unrefined,refined,
analogous,homologous,
farthest,near,
different,alike,
raw,cooked,
huge,small,
peripheral,central,
oblique,direct,
pistillate,male,
associative,nonassociative,
intricate,simple,
slender,broad,
formal,representational,
bent,vertical,
thick,mild,
enough,insufficient,
negative,positive,
diminutive,augmentative,
imported,native,
interior,exterior,
confidential,public,
urban,rural,
relevant,irrelevant,
stative,dynamic,
fat,lean,
inessential,essential,
smooth,rocky,
liquid,gaseous,
particular,general,
forthcoming,present,
colloquial,formal,
bad,harmless,
kinky,straight,
logical,absurd,
global,local,
essential,nonessential,
toothed,smooth,
rich,poor,
distinct,unclear,
sad,good,
marginal,profitable,
interesting,uninteresting,
commercial,noncommercial,
most,least,
obsolete,current,
static,mobile,
eternal,ephemeral,
definite,indefinite,
official,unofficial,
abundant,deficient,
bipartite,simple,
same,other,
maximal,minimal,
electrophilic,nucleophilic,
marvelous,natural,
retrograde,direct,
noninvasive,invasive,
unintended,intended,
curvy,straight,
powdered,coarse,
flat,vertical,
baggy,tight,
figurative,literal,
middle,late,
oversized,small,
otherworldly,natural,
overseas,domestic,
wild,calm,
widespread,local,
insectivorous,omnivorous,
heterothallic,homothallic,
rocky,easy,
commonplace,original,
elfin,natural,
copernican,geocentric,
nonpartisan,partisan,
rugged,easy,
independent,dependent,
attractive,repulsive,
subaltern,senior,
incapable,able,
solid,heterogeneous,
impressed,unimpressed,
human,divine,
enlarged,small,
personal,objective,
inland,coastal,
stewed,raw,
monarchic,democratic,
stiff,weak,
genuine,false,
brilliant,colorless,
autocratic,democratic,
unilateral,multilateral,
transverse,longitudinal,
deficient,excessive,
congruent,incongruent,
emotional,cerebral,
complete,incomplete,
gradual,steep,
intimate,formal,
refined,unrefined,
polygamous,monogamous,
minimum,maximum,
warm,arctic,
transnational,national,
white,integrated,
interior,external,
heroic,small,
predatory,defensive,
intentional,accidental,
slender,big,
convergent,divergent,
sad,glad,
valid,invalid,
rounded,angular,
notional,real,
favorable,unfavorable,
utopian,dystopian,
luxurious,poor,
erroneous,correct,
indefinable,definable,
seasoned,inexperienced,
downbeat,upbeat,
literate,illiterate,
mad,sane,
low,sufficient,
furthest,close,
bad,comfortable,
wide,small,
lowbrow,highbrow,
least,most,
unfriendly,friendly,
worthy,unworthy,
directional,omnidirectional,
black,legal,
illegal,legal,
pale,full,
accessible,unavailable,
hopeful,desperate,
vascular,avascular,
heavy,empty,
appointive,elective,
unprepared,prepared,
thin,concentrated,
closed,open,
uneasy,easy,
like,dissimilar,
complex,simple,
topical,systemic,
essential,unnecessary,
stony,soft,
colonial,simple,
predictive,reactive,
ripe,green,
progressive,conservative,
selfish,generous,
spherical,square,
cubic,linear,
joyful,sorrowful,
sophisticated,naive,
unexpected,expected,
fluid,solid,
geometric,representational,
linear,holistic,
comparable,different,
northerly,south,
scaly,smooth,
rare,ordinary,
massive,light,
continental,intercontinental,
irrational,reasonable,
disconnected,connected,
individual,collective,
port,starboard,
quick,slow,
canned,fresh,
dusty,original,
various,same,
acidic,sweet,
rich,wholesome,
insolvent,solvent,
indirect,primary,
granular,massive,
barren,fertile,
amphibious,aquatic,
hind,fore,
subdued,light,
abrupt,gradual,
falcate,straight,
hairless,hairy,
dormant,active,
monumental,little,
close,coarse,
clean,full,
geographic,magnetic,
dotted,plain,
ample,little,
nonfictional,fictional,
ancient,modern,
young,old,
brown,blonde,
heteronomous,autonomous,
cold,close,
clever,dull,
nonmilitary,military,
local,general,
compact,loose,
close,long,
favorable,hostile,
vital,dead,
actual,apparent,
involved,simple,
unintelligible,intelligible,
minimal,maximal,
next,distant,
great,little,
opaque,translucent,
conjunctive,disjunctive,
common,unusual,
western,east,
diagonal,perpendicular,
relative,irrelevant,
prolonged,short,
oblique,perpendicular,
unprofitable,profitable,
mechanical,electrical,
intended,unintended,
front,rear,
implausible,likely,
pinnate,simple,
sturdy,delicate,
attractive,unattractive,
controversial,uncontroversial,
degenerative,acute,
remote,near,
severe,weak,
pious,impious,
private,public,
plutonic,extrusive,
good,remote,
evergreen,deciduous,
contrary,same,
deep,little,
broad,thin,
broken,unbroken,
snowy,clear,
unvoiced,voiced,
astringent,sweet,
fearless,afraid,
different,usual,
sober,drunk,
crisp,straight,
sedimentary,igneous,
easy,uneasy,
combative,peaceful,
perpetual,temporary,
fantastic,familiar,
infinite,relative,
partisan,nonpartisan,
unable,potent,
cold,loving,
domestic,wild,
infrequent,frequent,
permanent,transient,
conceivable,inconceivable,
gradual,sudden,
fore,hind,
proper,improper,
martial,civil,
efferent,afferent,
virgin,old,
new,unoriginal,
rostral,caudal,
integrated,segregated,
hidden,visible,
high,inferior,
experimental,theoretic,
regular,unusual,
singular,common,
secluded,public,
double,small,
flat,thick,
large,little,
anxious,confident,
deep,small,
sturdy,flexible,
massive,hollow,
busy,inactive,
obscure,clear,
universal,particular,
cosmopolitan,provincial,
compact,tall,
homophonic,contrapuntal,
monaural,binaural,
polyphonic,monophonic,
confident,unsure,
easterly,west,
skillful,unskillful,
reliable,unreliable,
virtuous,wicked,
connected,unconnected,
adult,immature,
inert,reactive,
implausible,plausible,
tiny,huge,
distant,close,
religious,secular,
paradigmatic,syntagmatic,
light,significant,
carnivorous,insectivorous,
west,east,
wooden,graceful,
mean,generous,
hot,slow,
bad,healthy,
knowable,unknowable,
worn,new,
male,androgynous,
nasty,nice,
faulty,good,
lustrous,dull,
humble,skilled,
elliptical,angular,
shut,open,
small,increased,
omnidirectional,directional,
green,ripe,
extinct,active,
unconscious,voluntary,
elongate,short,
secular,sacred,
undergraduate,graduate,
common,single,
precise,wrong,
alert,unaware,
sinister,good,
soft,hard,
polar,uncharged,
nontoxic,toxic,
tyrannical,democratic,
icy,hot,
uncommon,common,
bodily,spiritual,
close,unequal,
polygynous,monogamous,
strong,weak,
great,unimportant,
obsolete,new,
slight,much,
unconcerned,concerned,
falsifiable,theoretical,
unauthorized,authorized,
impersonal,personal,
secular,regular,
pale,strong,
rusty,new,
native,nonnative,
more,less,
concrete,abstract,
infinitesimal,infinity,
grandson,grandfather,
angiosperm,gymnosperm,
illiteracy,literacy,
defence,prosecution,
deficiency,excess,
column,row,
girl,son,
asymmetry,symmetry,
extrovert,introvert,
men,woman,
zenith,nadir,
skepticism,belief,
scepticism,belief,
intension,extension,
reject,accept,
combatant,noncombatant,
elevation,depression,
loser,victor,
vassal,lord,
maxima,minimum,
mantissa,characteristic,
western,eastern,
answer,inquiry,
output,input,
descendant,ascendant,
cooperation,contest,
activity,rest,
inaccuracy,truth,
citizen,stranger,
exotoxin,endotoxin,
daytime,dark,
plaintiff,defendant,
buying,sale,
frog,english,
passive,active,
smile,frown,
nationalism,internationalism,
power,powerlessness,
local,general,
singlet,doublet,
elect,reprobate,
dark,light,
root,descendant,
peacetime,wartime,
antitype,type,
loss,profit,
closing,opening,
receptor,effector,
ideology,pragmatism,
outset,end,
ugliness,beauty,
heaviness,lightness,
follower,leader,
pretty,ugly,
unbeliever,believer,
detractor,proponent,
length,width,
problem,solution,
farsightedness,nearsightedness,
yea,nay,
infertility,fertility,
competence,incompetence,
upland,lowland,
standing,working,
middle,verge,
sunlight,shade,
plain,hill,
repulsion,attraction,
splitter,lumper,
polygamy,polyandry,
inactivation,activation,
loading,unloading,
fore,hind,
majuscule,minuscule,
granddaughter,grandson,
understatement,exaggeration,
economy,waste,
evil,good,
latria,dulia,
defeat,triumph,
winner,loser,
realism,idealism,
pollution,purity,
waterscape,landscape,
ending,beginning,
aged,young,
distress,relief,
defense,offence,
seaman,landsman,
undergraduate,postgraduate,
goods,capital,
devolution,evolution,
homozygote,heterozygote,
ancient,new,
nighttime,daytime,
numeracy,literacy,
sporophyte,gametophyte,
isomorphism,homeomorphism,
dialogue,monologue,
son,girl,
circumference,center,
untruth,truth,
minicomputer,microcomputer,
botany,zoology,
divorce,marry,
winner,failure,
morning,afternoon,
activation,inactivation,
order,chaos,
privilege,obligation,
fact,fiction,
discontinuity,continuity,
moral,physical,
negative,positive,
beginning,conclusion,
parent,offspring,
head,tail,
worst,best,
married,single,
heartwood,sapwood,
promotion,demotion,
anode,cathode,
softness,loudness,
heretic,orthodox,
debtor,creditor,
decrease,gain,
outer,inner,
innocence,guilt,
exonym,endonym,
son,father,
vanguard,rearguard,
activity,inactivity,
head,rear,
latter,former,
decompression,compression,
beast,man,
obscurity,clarity,
safety,danger,
development,degeneration,
citizen,subject,
knockout,decision,
levity,gravity,
traditionalism,rationalism,
lead,deficit,
minimum,maximum,
declassification,classification,
rarefaction,compression,
farness,nearness,
diploid,haploid,
sell,buy,
sound,silence,
ancient,modern,
wax,wane,
prose,poetry,
progressive,conservative,
noumenon,phenomenon,
emersion,immersion,
push,pull,
prosperity,calamity,
antagonist,agonist,
abstainer,drinker,
intransitive,transitive,
principal,assistant,
daylight,night,
transmitter,receiver,
underdog,favourite,
disorder,order,
offence,defence,
goodness,evil,
stern,bow,
divergence,convergence,
discouragement,encouragement,
subordinate,superior,
equilibrium,disequilibrium,
boom,recession,
contraction,dilatation,
loser,winner,
patient,agent,
disadvantage,advantage,
stupidity,intelligence,
domain,range,
equity,inequity,
pronation,supination,
parent,kid,
vegetation,fauna,
fear,bravery,
spending,income,
dusk,dawn,
power,impotence,
decline,improvement,
software,hardware,
citizen,alien,
classification,declassification,
plural,singular,
fear,fearlessness,
stabilization,destabilization,
import,export,
nobody,someone,
young,old,
overstatement,understatement,
hardback,paperback,
loosening,tightening,
romanticism,classicism,
living,dead,
reduction,oxidation,
balance,asymmetry,
evolution,revolution,
income,outlay,
praise,ridicule,
chaos,order,
sunset,daybreak,
reputation,disrepute,
deep,shallow,
analysis,synthesis,
atonality,tonality,
offset,end,
preparation,resolution,
hyperopia,myopia,
introvert,extravert,
irregular,regular,
dead,alive,
stability,instability,
figure,ground,
desegregation,segregation,
wet,dry,
defendant,plaintiff,
lock,unlock,
stop,continuant,
acquaintance,stranger,
blame,excuse,
prosecution,defence,
pale,red,
augmentation,diminution,
opacity,transparency,
buy,sale,
modern,ancient,
beginning,end,
frank,secret,
acid,base,
fahrenheit,celsius,
lawfulness,unlawfulness,
essential,accessory,
cow,steer,
liking,dislike,
citizen,foreigner,
union,separation,
predecessor,successor,
attraction,repulsion,
nobody,anybody,
pizzicato,arco,
scatter,gather,
abhorrence,love,
difference,identity,
inflow,outflow,
death,birth,
courage,cowardice,
aversion,love,
maturity,immaturity,
view,controller,
weakness,strength,
credit,cash,
hate,love,
concept,misconception,
instability,balance,
secular,sacred,
danger,safety,
question,answer,
replication,transcription,
orchestra,parterre,
inactivity,action,
heathen,christian,
foot,head,
foreigner,native,
benevolence,malevolence,
hatred,compassion,
sameness,difference,
loser,success,
normality,abnormality,
foreigner,citizen,
native,foreigner,
private,public,
menopause,menarche,
stand,lie,
boy,girl,
reduction,increase,
signal,noise,
treble,bass,
fame,infamy,
lighting,darkness,
postscript,preface,
fiction,fact,
descendant,root,
borrower,lender,
whiteness,blackness,
secular,music,
flood,ebb,
creditor,debtor,
womankind,mankind,
superior,inferior,
optimist,pessimist,
detractor,supporter,
constancy,change,
daughter,father,
enquiry,answer,
prefix,suffix,
superhero,supervillain,
clarity,obscurity,
mixture,solution,
nobody,somebody,
sweet,sour,
night,daytime,
prominence,obscurity,
same,different,
yawl,sloop,
satiety,appetite,
potency,impotence,
inequality,equality,
advantage,penalty,
beginning,middle,
continuity,discontinuity,
acceleration,deceleration,
distress,comfort,
offense,defense,
conformity,nonconformity,
imperfect,perfect,
extension,curl,
dishonesty,honesty,
intelligence,stupidity,
daughter,mother,
uncle,aunt,
like,dislike,
sanity,madness,
catabolism,anabolism,
backhand,forehand,
paperback,hardbound,
official,private,
beginning,finish,
martyr,confessor,
immortality,mortality,
fertility,sterility,
freshwater,saltwater,
likeness,unlikeness,
multiculturalism,nationalism,
uphill,downhill,
genius,idiot,
honor,dishonor,
anisotropy,isotropy,
daylight,dark,
ego,superego,
antioxidant,oxidant,
manservant,maidservant,
masculine,feminine,
negativity,positivity,
shutdown,startup,
lender,borrower,
lowland,upland,
christian,agnostic,
microstructure,macrostructure,
summer,winter,
error,truth,
adult,infant,
woman,man,
win,losses,
nonresident,resident,
miss,hit,
appellee,appellant,
particularity,generality,
answer,question,
childhood,maturity,
skeptic,believer,
protagonist,antagonist,
exportation,importation,
libra,aries,
retardation,acceleration,
neocolonialism,colonialism,
literate,illiterate,
graduating,student,
mortality,immortality,
part,multiple,
alien,friend,
impurity,purity,
chaos,cosmos,
parasite,commensal,
flow,ebb,
decontamination,contamination,
trust,mistrust,
extension,intension,
silence,sound,
increase,reduction,
brahma,siva,
germ,soma,
mother,daughter,
sock,buskin,
inexperience,experience,
abundance,deficiency,
organic,inorganic,
receiver,transmitter,
studio,location,
rear,front,
rivalry,cooperation,
stasis,movement,
disassembly,assembly,
nadir,zenith,
giver,taker,
plurality,singularity,
grandmother,granddaughter,
orientation,disorientation,
boarding,disembarkation,
competition,cooperation,
complainant,suspect,
transitive,intransitive,
knowledge,ignorance,
synthesis,hypothesis,
laughter,weeping,
difficulty,ease,
bear,bull,
valley,hill,
unlawfulness,lawfulness,
young,mature,
exporter,importer,
inside,exterior,
debit,credit,
dike,dune,
fall,rising,
human,animal,
minute,big,
employment,underemployment,
employer,employee,
love,angst,
christian,atheist,
break,hold,
subordinate,supervisor,
call,put,
bears,bull,
generalist,specialist,
extroversion,introversion,
evening,morning,
top,underside,
inaction,action,
sundown,sunrise,
paperback,hardback,
hard,soft,
maleness,femaleness,
flexor,extensor,
root,descendent,
viscosity,fluidity,
joy,sorrow,
informality,formality,
doubt,certainty,
type,antitype,
smile,cry,
enmity,amity,
adulthood,childhood,
increase,drop,
health,sickness,
aunt,niece,
penalty,advantage,
classicism,romanticism,
pain,pleasure,
unbalance,balance,
right,duty,
sequel,prequel,
foolishness,wisdom,
standstill,movement,
surcharge,discount,
grandson,grandmother,
birth,demise,
efflux,influx,
mother,son,
landsman,seaman,
demotion,promotion,
subsidy,tax,
nephew,aunt,
downfall,rise,
parent,child,
proliferation,nonproliferation,
unavailability,availability,
minuscule,majuscule,
mechanical,electronic,
brahma,vishnu,
darkness,light,
sadist,masochist,
cockpit,cabin,
doubt,trust,
presents,future,
zoology,botany,
